"","INSTNM","ZIP","st_fips","region","CONTROL","DEBT_MDN_SUPP","GRAD_DEBT_MDN","GRAD_DEBT_N","WDRAW_DEBT_MDN","WDRAW_DEBT_N","mn_earn_wne_p10","md_earn_wne_p10","pct10_earn_wne_p10","pct25_earn_wne_p10","pct75_earn_wne_p10","pct90_earn_wne_p10","ADM_RATE","PCTPELL","C150_4"
"2500","East West College of Natural Medicine","34234-0000",12,5,3,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501","Atlantic Institute of Oriental Medicine","33301-3510",12,5,2,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2502","Crossroads Bible College","46219-4912",18,3,2,18250,28285,67,10627.5,88,31900,26800,NA,NA,NA,NA,NA,0.8621,0.4615
"2503","King's University","91405-2233",6,8,2,10333.5,NA,16,9501,124,56900,34700,NA,NA,NA,NA,0.7391,0.5023,0.2222
"2504","New York College of Traditional Chinese Medicine","11501",36,2,2,NA,NA,15,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505","Northeastern Seminary","14624",36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2506","Pacific Islands University","96913",66,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7143,0.9277,0.1667
"2507","Seattle Institute of Oriental Medicine","98115-6467",53,8,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508","Acupuncture and Massage College","33176",12,5,3,9500,9500,115,6250,45,28700,24000,NA,NA,NA,NA,0.7143,0.5854,0.6875
"2509","Keck Graduate Institute","91711",6,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2510","Westwood College-River Oaks","60409",17,3,3,15642,31614,1655,10454,4815,35500,32200,6700,16100,48500,66500,0.4618,0.8595,0.3945
"2511","ITT Technical Institute-Green Bay","54313",55,3,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8041,0.7002,0.2166
"2512","Everest College-Ontario Metro","91761",6,8,3,17227,23335,891,10667.5,814,27000,23000,4000,12300,36900,53300,NA,0.7762,0.7737
"2513","The Art Institute of Washington","22209-1802",51,5,3,12000,28666,2359,9500,7958,35700,31600,6600,16000,48000,67200,0.4881,0.541,0.2368
"2514","Marlboro College Graduate School","05301",50,1,2,18514.5,21875,82,11375,72,32100,25900,NA,NA,NA,NA,NA,0.4167,NA
"2515","University of Phoenix-Boston Campus","02184-1744",25,1,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.3538,0.1839
"2516","University of Phoenix-Dallas Campus","75251-2004",48,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4986,0.0707
"2517","University of Phoenix-Houston Campus","77079-2004",48,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5628,0.1722
"2518","University of Phoenix-Milwaukee Campus","53045-3573",55,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6372,0.0963
"2519","University of Phoenix-Idaho Campus","83642-5114",16,7,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6593,0.0909
"2520","Westwood College-Inland Empire","91786-7148",6,8,3,23092,35105,1638,12089,2231,39100,35000,7700,18900,53500,74200,0.653,0.8,0.2748
"2521","DeVry University-Virginia","22202-3843",51,5,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.9375,0.4684,0.2813
"2522","DeVry University-Washington","98001-9558",53,8,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.8166,0.5802,0.2125
"2523","DeVry University's Keller Graduate School of Management-Ohio","43209-2705",39,3,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524","DeVry University's Keller Graduate School of Management-Texas","75063-2439",48,6,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525","DeVry University-Colorado","80234-2010",8,7,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.8713,0.5565,0.2769
"2526","Atenas College","00674",72,9,2,NA,NA,NA,NA,NA,15700,15900,2100,7900,20700,26500,NA,0.9792,0.7664
"2527","National American University-Ellsworth AFB Extension","57706",46,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.1703,NA
"2528","National American University-Rio Rancho","87124-1903",35,6,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.5575,0.25
"2529","National American University-Brooklyn Center","55430-4100",27,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.8106,0
"2530","Somerset Christian College","08890-9035",34,2,2,15230,26240,85,9500,136,NA,NA,NA,NA,NA,NA,NA,0.5354,0.3333
"2531","Oregon State University-Cascades Campus","97701",41,8,1,16000,21125,3721,11175,4821,51200,46400,12800,28400,67800,91800,NA,0.5288,NA
"2532","Southern University Law Center","70813",22,5,1,22410,29000,1391,17698.5,2880,36200,31600,9400,18000,47500,66900,NA,NA,NA
"2533","International Academy of Design and Technology-Orlando","32809",12,5,3,13611,25832,3457,9500,6535,31100,27800,5100,15000,41900,56000,NA,0.6379,0.2153
"2534","Richmont Graduate University","37404",47,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535","The Seattle School of Theology & Psychology","98121",53,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536","DeVry University's Keller Graduate School of Management-Washington","98001-9558",53,8,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537","San Diego State University-Imperial Valley Campus","92231",6,8,1,14249,15350,5469,11908,3396,52600,48700,12600,30000,68700,92000,0.451,NA,NA
"2538","University of the Rockies","80903-3612",8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2539","National Graduate School of Quality Management","02540-2958",25,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA
"2540","Apex School of Theology","27703",37,5,2,9500,32104,29,9500,151,NA,NA,NA,NA,NA,NA,NA,0.8468,1
"2541","Yeshiva Shaarei Torah of Rockland","10901",36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.625,1
"2542","Universidad Pentecostal Mizpa","00928",72,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7592,0.1
"2543","Nevada State College","89002",32,8,1,10520,19960,159,9500,865,NA,NA,NA,NA,NA,NA,0.661,0.2795,0.2159
"2544","California State University-Channel Islands","93012",6,8,1,12500,15314,711,10737.5,748,NA,NA,NA,NA,NA,NA,0.5751,0.3564,0.5387
"2545","ITT Technical Institute-Springfield","22153",51,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7467,0.5492,0.2551
"2546","ITT Technical Institute-Chantilly","20151",51,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7584,0.5049,0.2985
"2547","The Art Institute of California-Orange County","92704",6,8,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,0.4371,0.5661,0.3813
"2548","Franklin W. Olin College of Engineering","02492-1200",25,1,2,7375,7500,30,NA,10,NA,NA,NA,NA,NA,NA,0.1641,0.0925,0.9605
"2549","Won Institute of Graduate Studies","19038-4535",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2550","University of Phoenix-Kansas City Campus","64131-4504",29,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6654,0.129
"2551","University of Phoenix-Atlanta Campus","30350-4147",13,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6495,0.1441
"2552","University of Phoenix-Chicago Campus","60173-4395",17,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6,0.2159
"2553","University of Phoenix-Nashville Campus","37214-5048",47,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6857,0.1603
"2554","University of Phoenix-Northern Virginia Campus","20190-4750",51,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.2222,0.0845
"2555","Argosy University-Dallas","75244",48,6,3,9397,23312,863,8926,22141,41800,38200,8900,23100,56100,75000,NA,0.6322,NA
"2556","Ave Maria School of Law","34119",12,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557","ITT Technical Institute-Canton","48188-2025",26,3,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.4194,0.7553,0.3833
"2558","Lancaster General College of Nursing & Health Sciences","17602",42,2,2,14750,19000,234,12000,375,53500,53100,NA,NA,NA,NA,0.3137,0.3092,0.7442
"2559","DeVry University-North Carolina","28273-4068",37,5,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.9219,0.7018,0.4
"2560","Westwood College-Ft Worth","76137",48,6,3,16335,31165,663,9500,1335,34200,29800,6200,14900,46400,64900,0.5,0.803,0.4773
"2561","Westwood College-Dallas","75243",48,6,3,18693,31395,920,10005,1299,33900,32400,NA,NA,NA,NA,0.598,0.81,0.5208
"2562","Grantham University","64153",29,4,3,4750,NA,13,4750,281,NA,NA,NA,NA,NA,NA,NA,0,0.3274
"2563","Minnesota School of Business-Plymouth","55447",27,4,3,19338,28940,2887,12000,4246,37700,35700,7400,20900,50100,67900,NA,0.5031,0.2933
"2564","Potomac College-Herndon","20170",51,5,3,17238.5,42506,121,9500,353,66000,65400,14400,37100,91900,113000,NA,0.3714,0.25
"2565","National American University-Overland Park","66212-5451",20,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.6751,0.2857
"2566","Edward Via College of Osteopathic Medicine","24060",51,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2567","DeVry University-Pennsylvania","19034-3204",42,2,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.8834,0.641,0.2913
"2568","Pacific College of Oriental Medicine-Chicago","60601",17,3,3,12500,19000,176,9500,281,32500,23000,NA,NA,NA,NA,NA,0.443,NA
"2569","Ottawa University-Jeffersonville","47130",18,3,2,16935.5,24488.5,442,15624,2572,44900,40700,11200,27000,55300,78100,NA,0.5172,NA
"2570","University of Antelope Valley","93534",6,8,3,7193,7917,843,4750,410,NA,NA,NA,NA,NA,NA,NA,0.6904,0.7263
"2571","Birthingway College of Midwifery","97266",41,8,2,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,0.3596,NA
"2572","Faith Evangelical College & Seminary","98407-0186",53,8,2,13700,15564,51,12500,53,NA,NA,NA,NA,NA,NA,NA,0.4063,0.7143
"2573","Family of Faith College","74802",40,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.234,0.25
"2574","Hood Theological Seminary","28144",37,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"2575","West Coast University-Los Angeles","91606",6,8,3,21500,25499,1159,10500,644,NA,NA,NA,NA,NA,NA,0.5646,0.4007,0.8085
"2576","Williamson Christian College","37067",47,5,2,14200,NA,13,4750,22,NA,NA,NA,NA,NA,NA,NA,0.4921,1
"2577","DigiPen Institute of Technology","98052",53,8,3,20000,24821.5,180,12375,212,NA,NA,NA,NA,NA,NA,0.4922,0.3596,0.5417
"2578","University of Phoenix-Cincinnati Campus","45069-4874",39,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5368,0.1
"2579","University of Phoenix-Wichita Campus","67226-4009",20,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6154,0.1282
"2580","University of Phoenix-Charlotte Campus","28273-3409",37,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6745,0.0994
"2581","ITT Technical Institute-Duluth","30097",13,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7869,0.7467,0.3607
"2582","University of Phoenix-Indianapolis Campus","46250-1932",18,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7068,0.0526
"2583","John Dewey College-University Division","00910",72,9,2,NA,NA,NA,NA,NA,18500,16200,2100,8300,23200,35000,NA,0.9598,0.8824
"2584","Westwood College-Chicago Loop","60602",17,3,3,15642,31614,1655,10454,4815,35500,32200,6700,16100,48500,66500,0.4318,0.8679,0.1889
"2585","Bexley Hall Episcopal Seminary","43209-2325",39,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2586","Strayer University-Tennessee","38118",47,5,3,12667,37500,3118,12666,45808,56800,51700,11500,29100,78200,106500,NA,0.7284,0.3333
"2587","Strayer University-Pennsylvania","19053",42,2,3,12667,37500,3118,12666,45808,56800,51700,11500,29100,78200,106500,NA,0.6114,0.2632
"2588","University of Phoenix-Columbus Georgia Campus","31904-6359",13,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.8131,0.1006
"2589","University of Phoenix-Memphis Campus","38018-7290",47,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7566,0.1538
"2590","University of Phoenix-Columbus Ohio Campus","43240-4032",39,3,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6453,0.15
"2591","University of Phoenix-Little Rock Campus","72211-3552",5,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7742,0.0968
"2592","DeVry University's Keller Graduate School of Management-Pennsylvania","19034-3204",42,2,3,5250,4946.5,52,6567,101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593","DeVry University-Nevada","89074-7120",32,8,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.9158,0.5721,0
"2594","DeVry University-Oregon","97225-6651",41,8,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,1,0.6683,0
"2595","National University College-Rio Grande","00745",72,9,3,3961,5500,262,3667,2496,19700,16700,3500,9900,24800,35700,0.9296,0.9091,0.2468
"2596","Byzantine Catholic Seminary of Saints Cyril and Methodius","15214",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597","Northcentral University","86314",4,6,3,2019,12500,27,1678,288,NA,NA,NA,NA,NA,NA,NA,0.1445,NA
"2598","Colorado Technical University-Online","80907",8,7,3,13444,29500,9490,9500,31414,53500,44100,11800,26000,71400,101900,NA,0.6769,0.0953
"2599","Baker College of Allen Park","48101",26,3,2,9821,21442.5,7224,8583,30366,30800,26500,5000,13500,42100,60500,NA,0.6865,0.116
"2600","Baptist University of the Americas","78224-1336",48,6,2,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,0.4634,0.3333
"2601","Beis Medrash Heichal Dovid","11691",36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.3304,0.04
"2602","Institute of Clinical Acupuncture & Oriental Med","96817",15,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603","Jones International University","80112",8,7,3,5250,28041,196,4750,3629,NA,NA,NA,NA,NA,NA,NA,0.5887,0.6667
"2604","New Life Theological Seminary","28205-1648",37,5,2,9500,NA,NA,9500,68,NA,NA,NA,NA,NA,NA,NA,0.6494,0
"2605","The Art Institute of Tucson","85712",4,6,3,8057,15166,9354,6334,21964,29100,25200,6200,15200,39500,53800,0.566,0.6653,0.5
"2606","Flagler College-Tallahassee","32304",12,5,2,15500,20956,964,8398,684,40200,37200,9800,24600,48100,69300,NA,0.5473,NA
"2607","American InterContinental University-Online","60192",17,3,3,13683,32303,8685,9500,22993,52100,43000,8300,21900,70300,102100,0.9794,0.7298,0.2758
"2608","Westwood College-Atlanta Midtown","30309",13,5,3,16335,31165,663,9500,1335,34200,29800,6200,14900,46400,64900,0.5303,0.769,0.2917
"2609","ITT Technical Institute-Eden Prairie","55347",27,4,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.7244,0.5866,0.1746
"2610","International Academy of Design and Technology-Troy","48083",26,3,3,15834,31000,1345,10590.5,3096,29100,25200,4000,12600,40700,56700,NA,0.7775,0.3333
"2611","American InterContinental University-Houston","77042",48,6,3,13683,32303,8685,9500,22993,52100,43000,8300,21900,70300,102100,1,0.7115,0.1333
"2612","University of California-Merced","95343-5603",6,8,1,11000,15789.5,592,7754,826,NA,NA,NA,NA,NA,NA,0.8862,0.5698,0.5822
"2613","Platt College-North OKC","73134",40,6,3,9500,13886.5,1680,4750,1007,22800,20600,2400,9100,31600,44700,0.9079,0.7626,0.8533
"2614","Central Methodist University-College of Graduate & Extended Studies","65248-1198",29,4,2,12500,15750,679,8625,849,35400,33400,11200,22600,43700,58200,NA,0.1691,NA
"2615","Westwood College-Northlake","30345",13,5,3,18693,31395,920,10005,1299,33900,32400,NA,NA,NA,NA,0.617,0.7963,0.381
"2616","University of Phoenix-Jersey City Campus","07310-1756",34,2,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5744,0.1667
"2617","University of Phoenix-Minneapolis/St Paul Campus","55426-4915",27,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5138,0.0676
"2618","University of Phoenix-Louisville Campus","40223-3839",21,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6476,0.0488
"2619","DeVry University-Minnesota","55435-5876",27,4,3,19000,41500,11135,15954.5,80584,50600,46500,11500,27600,68100,91000,0.7731,0.5838,0.5
"2620","Kaplan University-Council Bluffs Campus","51503-5289",19,4,3,18811,29079,22066,12667,47265,40100,34400,7500,19400,52800,78100,NA,0.8302,0.376
"2621","Everest University-Orange Park","32073",12,5,3,10500,19000,4267,9500,12778,29300,26200,4300,13400,39900,55400,NA,0.809,0.3826
"2622","Neumont University","84095",49,7,3,21687,26000,99,9500,99,33000,27500,NA,NA,NA,NA,NA,0.5387,0.566
"2623","Johnson & Wales University-Charlotte","28202",37,5,2,19334,25618.5,4576,11918,5872,38500,35100,9100,20600,51400,68100,0.6448,0.4932,0.521
"2624","University of Phoenix-Central Valley Campus","93720-1552",6,8,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6832,0.2159
"2625","Roseman University of Health Sciences","89014",32,8,2,25000,25000,190,15431.5,116,NA,NA,NA,NA,NA,NA,NA,0.4223,NA
"2626","Institute for the Psychological Sciences","22202",51,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2627","Minnesota School of Business-Waite Park","56387",27,4,3,19338,28940,2887,12000,4246,37700,35700,7400,20900,50100,67900,NA,0.6493,0.3889
"2628","Minnesota School of Business-Shakopee","55379",27,4,3,19338,28940,2887,12000,4246,37700,35700,7400,20900,50100,67900,NA,0.5333,0.3111
"2629","American Academy of Acupuncture and Oriental Medicine","55113",27,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2630","Arizona School of Acupuncture and Oriental Medicine","85712",4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2631","Ave Maria University","34142-9505",12,5,2,12500,22628,184,7499,287,NA,NA,NA,NA,NA,NA,0.4776,0.3362,0.4054
"2632","Ecclesia College","72762",5,5,2,5500,12500,23,5500,94,NA,NA,NA,NA,NA,NA,0.4138,0.6423,0.3846
"2633","Maple Springs Baptist Bible College and Seminary","20743",24,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1512,1
"2634","Uta Mesivta of Kiryas Joel","10950",36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876,0.5597
"2635","W L Bonner College","29203-5901",45,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5319,0.4545
"2636","Harrisburg University of Science and Technology","17101-2208",42,2,2,9500,24000,35,5990,136,NA,NA,NA,NA,NA,NA,NA,0.3684,0.0909
"2637","The Art Institute of Ohio-Cincinnati","45249",39,3,3,12816,27000,2029,9500,5186,38000,34900,8000,18700,50500,69200,0.7113,0.6547,0.4
"2638","Stevens-Henager College-Logan","84321",49,7,3,14579,24815,2642,9500,6285,36000,31700,5300,15800,48200,69900,NA,0.8026,0.3719
"2639","University of Phoenix-Cheyenne Campus","82009-6112",56,7,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,NA,0
"2640","University of Phoenix-Springfield Campus","65804-7216",29,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.7574,0.1273
"2641","University of Phoenix-Des Moines Campus","50266-7724",19,4,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6923,0.1
"2642","University of Phoenix-San Antonio Campus","78230-3876",48,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.4321,0.2021
"2643","University of Phoenix-Austin Campus","78759-5459",48,6,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.5048,0.122
"2644","University of Phoenix-Richmond Campus","23230-1709",51,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.544,0.0339
"2645","University of Phoenix-Raleigh Campus","27606-3380",37,5,3,14847,31075.5,80144,10141,291021,60500,53400,13300,32300,79600,110100,NA,0.6112,0.0682
"2646","International Academy of Design and Technology-Henderson","89074",32,8,3,13611,25832,3457,9500,6535,31100,27800,5100,15000,41900,56000,NA,0.651,0.1389
"2647","International Academy of Design and Technology-Seattle","98188-0000",53,8,3,13611,25832,3457,9500,6535,31100,27800,5100,15000,41900,56000,NA,0.528,0.4068
"2648","International Academy of Design and Technology-Nashville","37214",47,5,3,15834,31000,1345,10590.5,3096,29100,25200,4000,12600,40700,56700,NA,0.7346,0.4783
"2649","ITT Technical Institute-Kansas City","64133",29,4,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8547,0.7424,0.386
"2650","ITT Technical Institute-Kennesaw","30144",13,5,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.8074,0.7789,0.2295
"2651","ITT Technical Institute-Owings Mills","21117",24,2,3,8167,12500,26167,6334,48579,42300,38400,8900,22500,56000,77000,0.898,0.6591,0.2375
